No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
272,LLTC,Linear Technology Corp.,Technology,Semiconductor - Specialized,USA,7578.51,19.36,14.25,2.9,5.98,10.48,6.3,,3.04%,56.32%,1.7,-31.90%,17.26%,4.13%,6.67%,3.18%,-35.17%,-7.96%,230.21,228.68,0.83%,-1.04%,91.77%,-2.19%,2.46%,2.51,23.11%,64.10%,25.75%,8.83,8.36,1.09,1.09,75.32%,45.70%,31.43%,-0.36%,8.54%,13.24%,0.06%,27.40%,12.20%,1.09,0.56,1.28%,1.79%,1.89%,6.06%,5.92%,-1.50%,13.43%,-3.01%,29.19%,62.56,0.15%,0.00%,2.6,2234.91,0.53,32.92,0.15%,1195630,7/24/12 16:30
273,LLY,Eli Lilly & Co.,Healthcare,Drug Manufacturers - Major,USA,48981.75,11.69,11.29,,2.09,3.42,9.31,18.37,4.64%,56.38%,3.61,-14.87%,10.65%,9.77%,-8.36%,9.13%,-23.19%,-10.43%,1160.43,1159.11,0.01%,-25.63%,72.94%,-1.61%,1.42%,2.79,12.48%,28.19%,16.32%,1.86,1.51,0.38,0.38,78.61%,21.65%,17.22%,-1.22%,-2.61%,4.12%,11.28%,25.10%,5.26%,0.66,0.63,0.89%,1.35%,-1.53%,-0.58%,6.60%,-4.43%,3.37%,-4.43%,26.84%,45.02,-0.66%,0.35%,3.1,5918.69,0.7,42.21,-0.31%,4132201,7/25/12 8:30
274,LM,Legg Mason Inc.,Financial,Asset Management,USA,3475.09,24.05,11.49,2.2,1.35,0.64,2.99,16.21,1.71%,32.17%,1.07,-5.68%,56.64%,-19.58%,10.93%,-9.32%,-116.98%,-12.05%,135.06,134.37,0.76%,19.85%,89.10%,-2.64%,4.67%,3.6,1.91%,2.70%,2.10%,3.31,,0.2,0.21,75.15%,12.21%,6.07%,0.90%,1.78%,5.93%,-2.69%,1.74%,7.75%,1.76,0.62,1.63%,2.65%,1.36%,0.56%,-0.04%,-4.70%,10.38%,-12.36%,15.59%,53.53,0.27%,0.04%,2.6,1741.32,0.55,25.73,0.31%,954707,7/27/12 8:30
275,LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,30430.6,10.98,11.18,1.54,0.64,13.81,8,40.36,4.26%,43.85%,8.54,10.55%,3.58%,6.25%,7.14%,3.25%,10.06%,3.27%,324.42,324.08,0.07%,-63.85%,89.25%,-1.22%,2.82%,5.15,7.59%,102.40%,11.30%,1.21,1,2.88,2.95,8.79%,9.12%,5.91%,2.68%,7.93%,13.44%,9.58%,40.52%,18.67%,0.94,1.11,1.06%,1.25%,4.06%,7.18%,11.91%,0.32%,13.85%,0.32%,41.58%,75.25,0.19%,0.32%,2.9,1776.47,1.04,93.8,0.51%,1853917,7/24/12 8:30
276,LNC,Lincoln National Corp.,Financial,Life Insurance,USA,6855.55,38.74,5.45,4.54,0.64,0.48,1.3,,1.33%,46.27%,0.62,-61.41%,6.01%,-28.48%,8.53%,3.68%,16.67%,3.26%,285.41,284.41,0.45%,20.67%,85.44%,-0.03%,4.87%,3.95,0.09%,1.36%,,,,0.4,0.42,,3.87%,1.80%,1.82%,21.37%,11.82%,-3.22%,28.11%,25.04%,2.62,0.64,2.14%,2.92%,9.75%,13.13%,9.22%,-0.70%,25.30%,-12.19%,77.10%,71.7,0.00%,0.63%,2.3,3503.01,0.82,24.02,0.63%,2885430,8/1/12 16:30
277,LO,"Lorillard, Inc.",Consumer Goods,Cigarettes,USA,16702.41,15.73,13.65,1.66,2.57,,17.66,103.1,4.85%,69.84%,8.13,17.82%,9.46%,10.96%,9.50%,11.48%,6.16%,2.30%,130.61,130.52,0.16%,5.03%,95.89%,0.40%,3.97%,4.39,42.73%,,78.55%,1.8,1.47,,,35.96%,28.64%,16.68%,2.44%,-6.17%,3.39%,1.60%,23.27%,14.95%,0.44,2.39,2.12%,1.81%,0.78%,-1.80%,4.94%,-9.35%,4.88%,-9.35%,25.96%,49.21,-2.22%,0.56%,2.7,1179.79,0.75,127.88,-1.68%,887989,7/25/12 8:30
278,LOW,Lowe's Companies Inc.,Services,Home Improvement Stores,USA,31100.71,17.5,12.01,1.03,0.61,2.06,9.96,16.65,2.42%,36.61%,1.51,0.87%,22.22%,-6.31%,17.03%,1.36%,25.77%,7.94%,1176.72,1174.77,0.16%,-6.92%,76.30%,-3.51%,1.54%,1.11,5.21%,11.57%,7.30%,1.24,0.35,0.59,0.63,34.38%,5.89%,3.72%,-0.41%,2.56%,4.34%,-0.86%,38.45%,5.80%,1.02,0.75,2.80%,2.57%,0.55%,-1.10%,-2.41%,-7.36%,6.74%,-17.47%,47.89%,49.52,0.49%,0.15%,2.3,16283.63,0.99,26.43,0.65%,16139695,8/20/12 8:30
279,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,4223.53,25.82,8.32,2.58,1.58,0.92,1.48,10.78,,,1.36,-76.73%,66.14%,-22.59%,10.00%,0.76%,-86.79%,-1.36%,120.26,119.71,0.27%,,,40.25%,12.09%,3.77,2.80%,4.44%,3.39%,3.09,2.65,0.19,0.19,41.11%,8.83%,6.33%,0.83%,1.94%,-8.11%,-13.20%,-2.06%,-5.13%,1.36,0.72,1.73%,2.10%,0.95%,-1.49%,-11.26%,-9.93%,5.66%,-22.78%,5.66%,47.41,-0.43%,0.11%,2.3,3835.36,0.71,35.12,-0.31%,2740283,7/25/12
280,LSI,LSI Corporation,Technology,Semiconductor - Specialized,USA,4293.21,25.67,9.75,1.57,1.83,3.7,7.14,25.77,,0.00%,0.3,181.42%,3.95%,-18.58%,16.38%,0.62%,117.25%,31.74%,557.56,555.8,0.22%,-0.81%,81.25%,-2.60%,1.20%,0.63,7.65%,14.36%,9.54%,2.49,2.05,0,0,47.60%,4.20%,7.52%,0.65%,26.85%,10.32%,-7.56%,23.20%,29.41%,1.75,0.28,2.59%,4.20%,5.77%,15.83%,8.17%,-2.90%,37.75%,-16.30%,62.11%,65.75,-1.28%,0.13%,1.9,10555.96,0.81,7.7,-1.16%,8560922,7/25/12 16:30
281,LTD,"Limited Brands, Inc.",Services,Apparel Stores,USA,13988.32,18.27,14.88,1.29,1.36,104.46,10.88,,2.08%,142.35%,2.63,11.83%,12.94%,10.06%,14.15%,-0.58%,-17.45%,-2.84%,291.12,239.33,0.65%,-65.42%,75.92%,-0.14%,2.65%,2.11,11.88%,162.65%,14.79%,2.18,1.33,,,39.97%,12.76%,7.86%,-1.76%,5.17%,6.26%,6.28%,46.14%,20.46%,1.53,1.18,2.34%,2.30%,-0.62%,5.19%,7.90%,-5.32%,19.17%,-6.77%,48.01%,52.24,-1.96%,-2.29%,2.5,3006.74,0.73,48.05,-4.21%,2194023,8/15/12 16:30
282,LUK,Leucadia National Corp.,Conglomerates,Conglomerates,USA,5451.69,51.84,26.22,,1.07,0.9,14.33,356.09,1.12%,53.34%,0.43,-99.09%,-189.40%,-34.99%,,12.73%,-210.17%,184.25%,244.58,198.84,18.70%,,62.15%,-3.00%,2.49%,4.87,3.41%,1.78%,3.82%,1.62,1.19,0.23,0.23,12.21%,10.05%,5.96%,2.44%,4.60%,5.39%,-21.76%,-13.97%,-1.98%,1.81,0.56,1.99%,2.41%,2.14%,3.68%,-7.12%,-1.63%,10.79%,-25.18%,13.84%,55.52,-0.22%,0.54%,3,1016.4,0.54,22.29,0.32%,543885,8/1/12
283,LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,7029.44,21.5,9.01,0.98,0.41,1.07,2.16,23.75,0.42%,5.36%,0.44,-62.62%,34.62%,-17.63%,21.97%,11.50%,45.62%,11.61%,743.07,741.53,0.31%,79.47%,79.76%,-4.64%,2.16%,1.63,1.80%,4.83%,2.50%,0.92,0.84,0.44,0.48,17.54%,5.02%,1.99%,4.99%,8.74%,14.67%,5.23%,20.97%,10.77%,1.07,0.22,1.75%,2.34%,4.82%,3.77%,9.02%,-3.56%,12.08%,-5.59%,32.84%,61.37,0.42%,-0.21%,2.6,9827.63,1.4,9.46,0.21%,13806122,7/19/12 8:30
284,LXK,Lexmark International Inc.,Technology,Computer Based Systems,USA,1476.16,6.53,5.95,,0.37,1.03,1.61,,5.78%,24.51%,3.18,-3.68%,-7.67%,4.73%,-9.40%,-3.96%,-56.70%,-12.03%,71.14,70.19,1.10%,11.39%,,-0.83%,16.47%,7.6,6.39%,15.47%,9.71%,1.42,1.2,0.21,0.45,38.75%,8.52%,5.90%,6.79%,7.96%,-20.13%,-43.34%,-26.57%,-36.09%,1.14,0.66,2.57%,3.54%,11.52%,-6.39%,-30.46%,-25.65%,28.88%,-44.87%,28.88%,55.88,-0.48%,0.48%,3.5,1521.15,1.09,20.75,0.00%,1655712,7/24/12 8:30
285,M,"Macy's, Inc.",Services,Department Stores,USA,16228.53,12.43,10.34,1.14,0.6,2.69,10.12,16.83,2.04%,18.40%,3.16,47.22%,11.76%,10.10%,10.93%,-0.42%,20.62%,3.01%,413.15,412.05,0.05%,-58.44%,90.77%,-1.24%,1.91%,1.24,6.54%,22.65%,8.71%,1.52,0.48,1.12,1.18,40.36%,9.39%,5.01%,2.72%,12.13%,8.30%,5.34%,70.71%,23.37%,1.66,0.85,1.37%,2.20%,5.95%,10.17%,10.01%,0.67%,21.57%,-6.35%,72.77%,70.34,0.85%,0.28%,2.2,6353.24,0.84,39.28,1.13%,5357234,8/8/12 8:30
286,MA,Mastercard Incorporated,Services,Business Services,USA,52829.09,25.3,16.52,1.4,7.42,8.44,10.58,20.7,0.28%,5.33%,16.73,5.84%,17.46%,109.42%,18.12%,15.08%,16.96%,9.18%,124.8,106.85,10.74%,-0.45%,82.40%,-0.08%,1.12%,1.47,20.87%,36.11%,32.61%,1.92,,0,0,,41.63%,29.69%,-1.11%,1.76%,2.46%,4.19%,38.65%,13.75%,0.91,8.25,1.24%,1.98%,-0.53%,-0.84%,5.03%,-5.51%,4.60%,-9.29%,44.80%,45.95,-0.87%,-0.04%,1.9,815.25,0.51,423.31,-0.91%,415542,8/1/12 8:30
287,MAR,"Marriott International, Inc.",Services,Lodging,USA,12007.04,60.98,18.51,3.5,1.01,,114.35,24.36,1.40%,68.42%,0.61,-54.86%,18.93%,-19.70%,17.40%,0.53%,15.77%,-6.59%,322.77,247.23,6.77%,-2.76%,60.58%,-3.89%,8.49%,6.81,2.82%,3483.33%,4.52%,0.51,0.51,,,13.33%,4.38%,1.76%,1.47%,3.91%,-1.80%,8.36%,43.91%,28.32%,1.46,0.75,1.72%,1.93%,0.92%,-0.74%,5.01%,-7.00%,7.24%,-7.74%,47.35%,49.49,-0.75%,-0.19%,2.2,3081.81,0.71,37.2,-0.93%,2175951,7/11/12 16:30
288,MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,4874.41,,24.37,,0.64,11.1,2.63,203.1,2.20%,,-1.33,54.21%,107.41%,-31.32%,11.67%,-9.79%,-546.15%,0.30%,357.1,347.3,2.00%,0.99%,94.03%,2.28%,7.02%,3.65,-5.19%,-52.75%,-7.36%,1.56,1.23,8.44,10.19,24.19%,-3.55%,-5.53%,5.16%,-2.08%,9.38%,16.27%,88.28%,32.65%,2.19,0.5,3.69%,3.83%,5.14%,2.28%,13.24%,-5.86%,18.39%,-6.50%,112.62%,57.59,-0.58%,0.51%,2.9,6669.54,0.79,13.65,-0.07%,5260452,7/30/12 16:30
289,MAT,Mattel Inc.,Consumer Goods,Toys & Games,USA,12116.65,16.01,13.11,1.91,1.94,4.68,32.55,45.23,3.49%,47.84%,2.22,17.42%,10.61%,7.28%,8.40%,2.09%,21.80%,-0.25%,340.93,339.76,0.31%,-35.04%,93.07%,0.88%,2.74%,3.68,14.94%,30.33%,18.81%,2.04,1.43,0.44,0.61,51.03%,16.91%,12.43%,-0.34%,3.49%,13.33%,12.15%,53.32%,30.57%,0.93,0.55,1.07%,1.30%,0.78%,5.99%,13.79%,-0.89%,15.61%,-0.89%,54.48%,61.99,-0.89%,0.36%,2,2527.52,0.47,35.54,-0.53%,1185728,7/17/12 8:30
290,MCD,McDonald's Corp.,Services,Restaurants,USA,89266.22,16.64,14.88,1.72,3.25,6.36,35.93,64.9,3.16%,50.28%,5.32,15.03%,9.98%,18.13%,9.66%,5.26%,-2.26%,0.15%,1008.43,1007.72,0.02%,-13.61%,66.68%,-1.54%,0.85%,1.36,16.62%,37.93%,18.76%,1.24,1.21,0.91,0.97,39.54%,31.45%,20.03%,0.45%,-0.47%,-2.33%,-10.75%,3.84%,-10.46%,0.42,1.04,0.88%,1.05%,0.02%,-0.71%,-5.64%,-5.14%,2.75%,-12.12%,8.20%,49.45,0.29%,0.10%,2.3,6300.11,0.69,88.52,0.40%,4347384,7/23/12 8:30
291,MCHP,Microchip Technology Inc.,Technology,Semiconductor - Specialized,USA,6783.02,22.45,14.47,2.24,4.98,3.36,4.08,52.73,4.01%,84.77%,1.56,-24.94%,15.79%,0.46%,10.00%,5.88%,-20.39%,-5.97%,193.69,188.44,0.02%,-98.63%,,-1.68%,9.24%,8.77,10.24%,16.22%,11.30%,8.92,8.03,0.18,0.18,57.00%,27.63%,23.23%,0.34%,11.21%,14.26%,-1.49%,20.80%,-1.44%,1.1,0.55,1.11%,1.62%,3.42%,7.03%,3.18%,-1.46%,15.49%,-7.12%,22.30%,65.18,-0.51%,0.37%,2.4,1985.06,0.75,35.02,-0.14%,1497492,8/2/12 16:30
292,MCK,McKesson Corporation,Services,Drugs Wholesale,USA,20450.27,14.32,10.8,1.15,0.17,2.84,10.16,13.7,0.92%,12.86%,6.05,30.10%,10.47%,11.99%,12.48%,5.71%,40.62%,2.73%,236.01,235.09,0.03%,-23.21%,87.83%,-2.24%,1.16%,1.76,4.77%,21.20%,12.73%,1.1,0.6,0.43,0.5,5.41%,1.83%,1.21%,-2.53%,-7.65%,-0.45%,7.55%,19.14%,11.75%,0.79,1.38,1.09%,1.64%,-2.93%,-5.30%,1.46%,-10.88%,0.70%,-10.88%,31.04%,30.28,0.20%,0.02%,2.1,1548.19,1.02,86.65,0.22%,1582810,7/26/12 16:30
293,MCO,Moody's Corp.,Services,Business Services,USA,8571.89,15.3,13.16,1.09,3.59,87.64,10.21,21.19,1.66%,23.32%,2.52,16.06%,8.12%,-0.72%,14.10%,2.28%,-7.00%,5.88%,222.3,221.76,0.31%,-5.49%,96.87%,-1.53%,5.55%,7.82,20.39%,1571.23%,30.86%,1.53,,11.21,12.5,,38.38%,24.39%,-0.70%,8.16%,6.73%,0.29%,45.40%,15.94%,1.32,0.84,1.63%,2.19%,-2.04%,3.44%,3.63%,-6.11%,14.35%,-9.67%,46.35%,50.47,-0.64%,0.21%,2.9,1575.12,0.94,38.56,-0.44%,1477236,7/26/12 8:30
294,MDT,"Medtronic, Inc.",Healthcare,Medical Appliances & Equipment,USA,42170.14,12.78,10.69,1.76,2.61,2.49,16.27,14.29,2.53%,29.75%,3.22,14.08%,5.19%,5.96%,7.25%,5.64%,19.58%,3.12%,1025.04,1023.99,0.20%,9.63%,77.34%,-2.47%,1.09%,2.4,10.71%,20.65%,12.84%,1.62,1.32,0.43,0.62,75.97%,25.61%,21.10%,2.41%,9.10%,12.07%,9.07%,35.51%,9.62%,0.84,0.65,1.58%,1.56%,3.91%,6.61%,9.62%,-1.03%,12.24%,-1.03%,36.05%,66.59,0.10%,-0.84%,2.3,4652.37,1.31,41.14,-0.75%,6111159,8/21/12 8:30
295,MET,"MetLife, Inc.",Financial,Life Insurance,USA,37529.29,5.61,6.31,0.46,0.52,0.6,2.34,2.82,2.09%,11.71%,6.3,112.03%,6.67%,11.71%,12.20%,10.36%,118.03%,7.30%,1062.25,854.57,0.07%,63.94%,75.02%,3.17%,4.30%,4.07,0.86%,11.82%,,,,0.35,1,,13.64%,9.60%,1.00%,21.20%,13.71%,-6.78%,18.12%,13.31%,1.96,0.78,1.56%,2.49%,7.92%,13.37%,5.31%,0.23%,24.71%,-10.67%,40.98%,73.75,0.80%,0.17%,1.9,9045.52,1.21,35.33,0.97%,10972231,8/1/12 16:30
296,MHP,"The McGraw-Hill Companies, Inc.",Services,Publishing - Books,USA,13687.77,17.02,13.13,1.5,2.17,8.11,16.31,23.65,2.09%,33.61%,2.87,4.00%,11.38%,2.70%,11.38%,-0.03%,10.95%,-0.64%,280.2,271.87,0.79%,-1.34%,85.61%,0.89%,1.37%,2.14,12.13%,43.00%,21.85%,0.92,0.81,0.48,0.72,61.83%,22.76%,13.71%,-1.43%,6.06%,9.24%,8.03%,35.02%,9.85%,1.07,0.84,1.25%,1.66%,1.81%,6.36%,7.50%,-2.24%,15.98%,-2.24%,35.80%,61.85,-0.47%,0.39%,2.1,1739.18,2.65,48.85,-0.08%,4604616,7/26/12 8:30
297,MJN,Mead Johnson Nutrition Company,Consumer Goods,Processed & Packaged Goods,USA,14452.7,25.89,20.15,2.25,3.76,,18.36,52.06,1.69%,40.91%,2.74,12.42%,13.55%,1.10%,11.52%,9.41%,26.26%,8.62%,203.76,203.34,0.20%,64.64%,96.19%,-0.56%,2.81%,2.62,21.00%,,35.31%,1.6,1.17,,,62.05%,20.44%,14.99%,-2.84%,-2.76%,-13.32%,-8.06%,8.59%,3.96%,0.63,1.59,1.57%,2.13%,-2.50%,-8.58%,-7.92%,-20.05%,4.17%,-20.05%,17.86%,29.15,-2.02%,0.06%,2.4,2181.63,0.88,70.93,-1.96%,1911229,7/26/12 8:30
298,MKC,McCormick & Co. Inc.,Consumer Goods,Processed & Packaged Goods,USA,7248.66,21.38,18,2.56,1.85,4.93,118.06,37.56,2.06%,42.42%,2.82,1.38%,9.84%,13.22%,8.35%,6.36%,9.24%,11.35%,120.21,114.58,0.08%,-0.54%,79.86%,-0.85%,3.71%,6.74,9.50%,23.27%,12.41%,1.3,0.62,0.63,0.78,40.47%,14.13%,9.15%,0.85%,0.75%,6.67%,21.87%,37.89%,20.89%,0.41,0.7,0.90%,1.21%,0.16%,1.19%,12.63%,-2.25%,8.57%,-2.25%,41.43%,55.89,-0.18%,0.07%,2.5,630.88,0.62,60.3,-0.12%,393351,6/27/12 8:30
299,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,18410.29,17.81,13.86,1.78,1.56,2.93,12.24,27.6,2.72%,45.21%,1.9,73.46%,14.02%,9.27%,10.00%,1.79%,19.93%,3.35%,544.2,543.23,0.11%,-4.77%,83.57%,-0.93%,0.91%,1.7,6.98%,16.06%,8.87%,1.64,,0.42,0.47,39.85%,14.20%,9.07%,-0.21%,5.36%,6.02%,8.01%,26.18%,9.23%,0.72,0.44,0.90%,1.35%,1.13%,4.29%,7.09%,-1.40%,10.83%,-1.76%,37.70%,59.47,-0.91%,0.00%,2.2,2898.53,0.56,33.83,-0.91%,1620264,8/7/12 8:30
300,MMM,3M Co.,Conglomerates,Conglomerates,USA,64437.94,15.23,13.45,1.36,2.17,3.93,13.14,28.6,2.53%,36.73%,6.12,5.79%,8.28%,3.32%,11.18%,5.25%,4.03%,-1.90%,691.32,690.93,0.06%,2.47%,68.31%,0.25%,1.16%,2.78,13.42%,25.69%,16.67%,2.47,1.83,0.34,0.38,47.33%,21.28%,14.86%,0.99%,4.31%,10.79%,6.94%,23.65%,15.62%,0.87,1.2,1.06%,1.21%,1.73%,4.22%,9.01%,-1.16%,9.56%,-1.16%,38.65%,62.5,-0.84%,0.12%,2.4,2876.7,0.74,93.21,-0.72%,2120499,7/26/12 8:30
301,MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,USA,10705.77,33.9,24.57,2.26,5.54,9.02,12.3,37.89,,0.00%,1.79,34.53%,22.89%,25.28%,15.00%,22.97%,30.97%,28.24%,176.43,152.05,1.92%,113.39%,76.61%,4.40%,1.27%,0.65,23.48%,31.13%,28.05%,4.72,4.05,0,0,52.42%,27.51%,17.23%,3.57%,-8.28%,-13.22%,10.21%,52.08%,31.71%,0.49,2.72,2.52%,3.59%,-4.33%,-12.34%,1.41%,-23.19%,16.69%,-27.73%,58.87%,42.56,0.54%,-0.11%,2.5,2993.23,0.89,60.68,0.43%,2666896,8/8/12 16:30
302,MO,Altria Group Inc.,Consumer Goods,Cigarettes,USA,69970,15.94,14.46,2.49,2.87,16.39,45.79,,4.76%,75.82%,2.16,-12.56%,7.69%,1.60%,6.40%,4.84%,182.29%,9.58%,2032.83,2031.04,0.07%,14.48%,60.70%,1.14%,2.42%,4.59,12.42%,99.10%,14.83%,0.85,0.57,3.06,3.2,39.04%,27.71%,18.19%,-2.88%,-3.01%,9.72%,19.14%,40.66%,19.14%,0.4,0.43,1.33%,1.22%,-2.95%,-1.44%,12.20%,-5.15%,5.89%,-5.15%,42.01%,39.57,-2.16%,0.00%,2.5,10698.55,1.18,34.42,-2.16%,12599242,7/24/12 8:30
303,MOLX,Molex Inc.,Technology,Diversified Electronics,USA,4815.74,17.16,14.43,2.69,1.38,1.97,7.38,23.38,3.23%,51.32%,1.59,-6.60%,13.17%,4.10%,6.38%,1.33%,-7.63%,-6.04%,176.53,138.1,33.19%,-0.24%,63.26%,-1.30%,4.26%,7.59,7.81%,11.70%,10.34%,2.34,1.74,0.06,0.1,30.62%,11.45%,8.06%,2.83%,13.81%,16.78%,2.02%,45.80%,16.23%,1.63,0.61,1.67%,2.15%,5.60%,10.79%,8.53%,-0.76%,22.06%,-3.25%,48.67%,69.57,-0.58%,0.48%,2.4,774.94,0.58,27.28,-0.11%,446073,8/8/12 7:30
304,MON,Monsanto Co.,Basic Materials,Agricultural Chemicals,USA,46734.39,21.92,20.3,1.87,3.42,3.82,23.16,32.54,1.71%,29.19%,4,49.25%,16.44%,19.47%,11.70%,10.84%,36.30%,16.93%,532.95,531.74,0.23%,-2.39%,84.28%,-0.88%,0.98%,1.63,11.05%,17.94%,13.97%,2.28,1.7,0.13,0.18,52.26%,24.41%,16.19%,1.73%,2.68%,23.44%,10.76%,36.52%,26.59%,0.91,1.65,1.76%,1.80%,0.82%,4.68%,13.27%,-2.27%,14.46%,-2.27%,51.35%,58.64,0.10%,0.15%,2.2,3205.01,0.79,87.69,0.25%,2520136,10/3/12 8:30
305,MOS,The Mosaic Company,Basic Materials,Specialty Chemicals,USA,24856.54,13.25,10.45,1.44,2.24,2.07,6.52,26.25,1.71%,6.19%,4.41,-21.46%,10.91%,36.31%,9.17%,13.98%,-18.21%,-1.39%,425.48,296.19,0.12%,15.89%,81.90%,1.92%,1.91%,1.4,11.81%,16.34%,13.41%,3.43,2.79,0.08,0.09,27.77%,23.51%,17.26%,1.37%,2.06%,24.35%,0.02%,-6.17%,16.72%,1.34,1.21,2.01%,1.94%,0.65%,5.90%,9.50%,-2.55%,25.20%,-20.39%,32.07%,59,-0.85%,0.07%,2.2,4041.4,0.72,58.42,-0.78%,2929422,10/2/12 8:30
306,MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,16549.64,6.95,6.84,0.47,0.21,1.61,8.73,12.37,2.86%,13.47%,7.04,281.76%,-4.28%,0.00%,14.80%,,6.29%,-2.58%,338.3,337.45,0.24%,10.93%,83.52%,0.08%,1.65%,1.62,10.15%,25.54%,15.17%,1.41,0.88,0.32,0.32,7.69%,4.79%,3.06%,-0.43%,7.42%,39.21%,13.98%,54.18%,49.88%,,1.33,2.21%,2.94%,1.89%,9.01%,23.66%,-2.99%,31.95%,-2.99%,90.58%,59.72,-1.55%,0.28%,2.2,3428.11,0.82,48.92,-1.27%,2813788,7/31/12 8:30
307,MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,USA,130779.35,19.61,11.54,4.34,2.7,2.36,7.49,21.13,3.91%,74.76%,2.19,634.53%,-2.62%,-0.04%,4.52%,16.24%,-10.19%,1.32%,3045.63,3044.22,0.03%,15.12%,75.18%,0.79%,0.86%,1.72,6.47%,12.15%,7.87%,2.11,1.74,0.27,0.34,76.28%,18.86%,14.17%,-3.31%,-0.76%,15.87%,14.84%,43.56%,16.43%,0.64,0.65,1.41%,1.51%,-2.41%,1.64%,12.47%,-4.94%,13.07%,-4.94%,45.43%,45.14,-1.29%,-0.57%,2.1,15131.97,0.7,42.94,-1.85%,10591040,7/27/12 8:30
308,MRO,Marathon Oil Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,19060.72,10.85,8.34,3.77,1.24,1.07,42.17,,2.52%,25.56%,2.49,-9.55%,20.90%,-19.02%,2.88%,-25.24%,33.37%,-2.10%,705.43,704.48,0.09%,6.72%,81.30%,-0.64%,1.01%,0.98,5.62%,10.23%,6.55%,0.69,0.62,0.25,0.3,58.81%,35.41%,11.43%,-1.31%,4.77%,11.75%,-20.44%,9.30%,-6.02%,1.29,0.61,1.59%,2.31%,0.98%,5.68%,-4.37%,-2.73%,17.36%,-22.90%,44.53%,57,-1.13%,0.63%,2.2,7252.34,0.91,27.02,-0.52%,6591136,8/1/12 8:30
309,MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,29510.64,12.11,7.68,0.95,0.83,0.47,2.38,1.13,1.34%,16.94%,1.23,-48.50%,115.56%,-26.74%,12.70%,-11.08%,176.02%,-24.91%,1981.91,1545.07,0.14%,6.94%,61.52%,0.15%,1.88%,1.18,0.38%,3.86%,0.54%,,,2.67,2.85,67.13%,12.31%,8.37%,3.47%,18.27%,12.29%,-19.95%,-3.75%,-0.67%,1.59,0.43,2.41%,2.98%,6.56%,6.99%,-7.01%,-1.71%,21.64%,-29.26%,30.16%,62.93,-0.47%,0.88%,2.4,24651.27,0.94,14.89,0.40%,23169452,7/19/12 8:30
310,MSFT,Microsoft Corporation,Technology,Application Software,USA,258208.71,15.4,9.28,1.71,3.5,3.89,4.1,11.26,2.60%,39.58%,2,-25.91%,9.93%,7.01%,9.03%,7.60%,-108.51%,3.98%,8383.4,7572,5.54%,-7.93%,67.49%,0.35%,1.10%,2.06,14.77%,27.51%,20.15%,2.6,2.57,0.16,0.18,76.22%,29.52%,23.03%,2.22%,5.88%,4.19%,-0.19%,31.96%,21.02%,1.01,0.49,1.24%,1.40%,3.35%,3.46%,5.93%,-0.45%,8.64%,-5.28%,33.02%,61,0.06%,0.13%,1.9,40302.99,0.7,30.8,0.20%,28314634,7/19/12 16:30
311,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,13728.56,23.28,13.55,1.61,1.62,3.57,3.71,163.44,2.17%,29.88%,2.06,204.71%,17.22%,-24.75%,14.46%,-28.15%,316.65%,8.27%,286.31,285.36,0.44%,-94.98%,83.67%,-1.51%,2.49%,3.2,4.81%,12.58%,6.50%,2.42,2.25,0.48,0.48,50.04%,13.15%,7.87%,0.67%,4.49%,0.61%,-2.88%,25.66%,4.51%,1.6,0.93,1.28%,2.09%,0.62%,1.33%,0.68%,-3.11%,7.78%,-8.34%,26.50%,52.6,0.00%,0.00%,2.5,2220.34,1.38,47.95,0.00%,3066345,7/25/12 8:30
