No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
150,DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,USA,24439.89,10.12,11.92,1.56,2.19,1.1,3.47,,1.32%,12.34%,5.97,-3.63%,40.83%,-2.77%,6.47%,3.24%,170.76%,-20.53%,404.5,377.89,0.16%,4.86%,78.12%,0.17%,1.69%,1.62,5.98%,11.13%,6.76%,1.86,,0.38,0.48,79.37%,33.00%,22.00%,9.04%,8.22%,-6.15%,-8.19%,-7.77%,-1.93%,1.17,1.56,2.37%,2.51%,3.36%,4.30%,-6.41%,-2.17%,10.87%,-21.29%,19.06%,58.47,-0.32%,-0.58%,2,3932.8,0.66,59.88,-0.89%,2608799,8/1/12 8:30
151,EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software,USA,4170.45,69.05,10.5,3.96,1.02,1.64,2.9,30.67,,,0.19,127.04%,19.05%,-1.16%,17.44%,6.03%,-4.22%,-4.40%,317.87,315.95,0.51%,47.22%,94.17%,-1.95%,3.66%,2.05,1.22%,2.11%,1.69%,1.46,1.42,0.21,0.21,61.87%,0.56%,1.37%,15.39%,12.33%,-10.81%,-26.58%,-25.54%,-36.31%,1.22,0.47,3.34%,4.07%,10.89%,7.10%,-22.63%,-7.56%,21.45%,-49.94%,21.45%,63.93,0.00%,-0.30%,2.3,5634.36,0.68,13.08,-0.30%,3851764,7/31/12 16:30
152,EBAY,eBay Inc.,Services,Catalog & Mail Order Houses,USA,57049.42,15.53,16.16,1.19,4.38,3.02,9.94,29.77,,0.00%,2.85,81.29%,16.60%,25.51%,13.08%,14.31%,145.64%,23.12%,1288.67,1155.21,10.35%,0.14%,83.07%,0.14%,1.38%,1.24,14.06%,21.25%,18.59%,1.95,,0.08,0.11,69.86%,20.26%,28.66%,1.14%,13.14%,7.43%,33.10%,51.87%,45.96%,1.48,1.27,1.92%,2.79%,1.30%,4.91%,21.24%,-4.68%,15.76%,-4.68%,63.78%,54.38,-0.45%,-0.18%,2.1,12869.87,0.6,43.99,-0.63%,7742666,7/18/12 16:30
153,ECL,Ecolab Inc.,Consumer Goods,Cleaning Products,USA,18875.67,36.25,18.28,2.39,2.02,3.35,61.91,,1.24%,45.23%,1.78,-14.41%,18.06%,5.91%,15.20%,6.79%,16.03%,74.16%,292.51,291.7,0.38%,-0.09%,87.93%,0.29%,1.20%,2.23,4.30%,11.99%,5.64%,1.13,0.82,0.87,1.12,45.89%,9.58%,5.03%,1.65%,-3.92%,-0.14%,5.34%,46.16%,12.32%,0.7,1.21,1.06%,1.68%,-1.13%,-1.31%,7.20%,-5.25%,6.66%,-5.25%,50.56%,47.3,1.35%,-0.09%,1.9,1571.34,0.68,65.34,1.26%,1069030,7/31/12 8:30
154,ED,Consolidated Edison Inc.,Utilities,Electric Utilities,USA,18624.24,17.61,16.52,5.4,1.5,1.48,13.49,351.4,3.81%,66.54%,3.61,2.89%,2.39%,3.84%,3.26%,1.58%,29.65%,-7.42%,292.88,292.69,0.23%,21.68%,42.82%,0.80%,2.60%,5.25,2.82%,9.32%,3.10%,0.94,0.86,0.85,1.03,32.46%,18.09%,8.62%,-1.03%,1.13%,7.04%,9.13%,27.33%,4.64%,0.23,0.7,1.08%,1.07%,-0.18%,1.77%,8.04%,-3.20%,6.50%,-3.20%,29.11%,51.87,0.36%,0.08%,3.4,1446.94,0.71,63.87,0.44%,1027165,8/1/12
155,EFX,Equifax Inc.,Financial,Credit Services,USA,5480,19.54,14.33,1.44,2.66,3.04,29.93,17.42,1.57%,28.87%,2.34,0.61%,9.62%,-2.48%,13.55%,4.85%,124.69%,10.00%,119.86,118.74,1.00%,8.12%,92.36%,0.81%,1.26%,1.53,8.45%,16.02%,9.29%,1.76,,0.53,0.54,61.72%,24.73%,14.39%,0.31%,-3.69%,-0.39%,8.70%,57.66%,19.00%,1.03,0.98,1.49%,2.13%,-3.29%,-1.89%,8.95%,-7.27%,6.70%,-7.27%,63.46%,41.35,0.44%,-0.07%,2.5,976.45,0.91,45.89,0.37%,883786,7/25/12 16:30
156,EIX,Edison International,Utilities,Electric Utilities,USA,14612.58,,16.8,,1.13,1.25,12.44,,2.90%,,-0.76,-102.74%,10.33%,-7.71%,2.48%,0.95%,-59.05%,2.48%,325.81,325.36,0.02%,44.29%,79.08%,0.13%,0.75%,1.22,-0.34%,-2.37%,-0.38%,1.05,0.92,1.17,1.24,28.38%,0.51%,-1.29%,-0.36%,-3.32%,1.68%,9.98%,35.58%,9.15%,0.6,0.66,1.37%,1.36%,-1.26%,-1.44%,6.17%,-4.18%,1.83%,-4.18%,37.19%,44.54,0.78%,-0.49%,1.8,2011.29,0.56,44.98,0.29%,1132836,7/31/12 16:30
157,EL,Estee Lauder Companies Inc.,Consumer Goods,Personal Products,USA,21481.22,25.94,20.39,1.77,2.26,7.57,18.01,37.95,0.95%,24.09%,2.13,46.15%,8.84%,18.47%,14.68%,6.39%,6.63%,3.81%,388.73,230.97,0.16%,-8.80%,96.46%,0.56%,3.11%,3.09,13.31%,31.69%,19.52%,1.89,1.46,0.38,0.43,79.21%,13.68%,8.94%,8.61%,9.21%,-6.61%,-4.15%,22.12%,-1.60%,1.31,1.58,2.69%,2.71%,5.03%,3.64%,-2.21%,-2.44%,11.66%,-15.21%,37.77%,60.25,1.63%,-0.96%,2.3,2324.25,1.06,55.62,0.65%,2460340,8/14/12 8:30
158,EMC,EMC Corporation,Technology,Data Storage Devices,USA,56686.43,22.32,13.71,1.59,2.7,2.71,10.03,10.75,,0.00%,1.21,24.72%,14.53%,15.37%,14.07%,12.39%,22.51%,9.62%,2098.72,2093.81,0.45%,-6.90%,82.66%,0.16%,2.04%,2.11,8.41%,13.66%,12.20%,1.19,1.08,0,0.08,62.26%,18.23%,13.50%,3.57%,14.69%,3.33%,2.39%,25.10%,25.39%,1.14,0.66,1.33%,2.41%,5.44%,8.77%,5.95%,-0.37%,18.53%,-10.03%,36.04%,63.64,0.45%,-0.52%,1.7,20231.33,0.57,26.99,-0.07%,11495890,7/24/12 7:00
159,EMN,Eastman Chemical Co.,Basic Materials,Chemicals - Major Diversified,USA,7558.42,12.84,8.73,1.62,1.05,3.56,2.52,23.33,1.90%,24.13%,4.26,59.67%,19.24%,12.34%,7.90%,1.15%,-17.00%,-1.70%,138.23,137.57,0.43%,50.71%,87.58%,-0.89%,2.85%,1.85,8.19%,29.83%,9.55%,5.15,4.29,1.8,1.81,22.97%,13.87%,8.34%,3.72%,15.19%,9.95%,1.33%,38.82%,41.47%,1.99,1.39,1.77%,2.52%,6.88%,11.54%,16.21%,-1.20%,32.03%,-1.23%,71.11%,68.64,0.81%,-1.06%,1.8,2111.51,0.36,54.54,-0.26%,764357,7/30/12 16:30
160,EMR,Emerson Electric Co.,Industrial Goods,Industrial Equipment & Components,USA,36900.58,16.07,13.17,1.42,1.53,3.51,17.14,30.17,3.18%,47.34%,3.13,25.18%,14.03%,7.86%,11.35%,4.18%,0.75%,1.11%,733.61,730.8,0.27%,3.12%,71.70%,-0.35%,1.37%,2.44,10.00%,22.06%,13.81%,1.38,1.03,0.38,0.56,39.40%,14.35%,9.90%,6.10%,13.21%,3.71%,-3.10%,22.98%,9.71%,1.22,1.06,1.68%,2.06%,8.42%,10.69%,5.45%,0.29%,17.57%,-3.18%,32.87%,74.36,2.09%,-0.20%,2.2,4108.75,0.95,51.25,1.89%,3891553,8/7/12 8:30
161,EOG,"EOG Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,29542.89,21.37,20.92,1.58,2.6,2.21,105.37,,0.62%,12.87%,5.12,549.16%,24.52%,-4.79%,13.55%,20.85%,33.58%,13.19%,270.02,268.32,0.84%,3.18%,92.63%,-0.29%,1.21%,1.19,5.53%,10.86%,6.17%,1.1,0.87,0.38,0.38,88.95%,22.02%,12.14%,13.83%,19.30%,2.92%,-2.36%,26.66%,11.63%,1.07,3.65,3.32%,3.14%,10.26%,16.14%,7.78%,-0.73%,33.61%,-8.00%,65.80%,66.5,1.74%,-1.19%,1.9,2734.73,0.55,109.99,0.53%,1499608,8/3/12 16:30
162,EQR,Equity Residential,Financial,REIT - Residential,USA,18497.35,146.95,49.39,18.77,8.77,3.11,414.83,,2.24%,356.40%,0.41,164.86%,-13.48%,24.16%,7.83%,3.16%,283.55%,13.20%,307.01,300.57,1.14%,-3.05%,,0.15%,3.14%,5.09,0.79%,2.36%,0.84%,,,1.6,1.6,64.29%,29.77%,6.19%,-4.05%,-4.41%,-3.98%,3.86%,10.55%,6.83%,1.19,1.01,1.38%,1.64%,-4.82%,-2.95%,2.14%,-8.40%,3.17%,-8.40%,26.92%,31.21,-0.03%,-0.05%,2.8,1854.36,1.09,60.2,-0.08%,2019990,7/25/12 16:30
163,EQT,EQT Corporation,Utilities,Gas Utilities,USA,8504.19,22.92,24.83,1.48,5.24,2.33,8.65,,1.55%,35.25%,2.48,103.72%,42.24%,12.54%,15.45%,5.28%,-64.17%,-8.15%,149.59,147.72,0.36%,0.09%,81.56%,0.06%,2.34%,1.95,4.65%,10.85%,5.02%,1.74,1.63,0.69,0.75,69.42%,33.34%,23.00%,6.96%,7.00%,14.50%,14.36%,13.54%,5.10%,0.83,1.54,2.36%,2.67%,0.34%,7.07%,6.91%,-4.16%,28.03%,-22.51%,28.03%,56.85,-1.12%,-0.88%,1.9,1777.26,0.66,55.72,-1.99%,1169683,7/26/12 8:30
164,ESRX,Express Scripts Inc.,Healthcare,Health Care Plans,USA,50350.55,25.41,14.3,1.4,1.07,10.95,5.26,21.57,,0.00%,2.46,14.09%,23.80%,24.73%,18.09%,16.43%,-10.57%,9.36%,805.48,800.42,0.15%,-0.22%,67.98%,4.62%,1.28%,1.82,8.03%,36.12%,11.63%,2.14,2.07,3.8,4.16,6.99%,4.93%,2.58%,11.29%,11.29%,15.03%,24.32%,38.63%,39.87%,1.07,1.59,2.66%,2.37%,7.43%,12.21%,19.66%,-1.40%,23.08%,-1.40%,79.63%,69.55,-0.26%,-0.69%,1.9,5618.53,0.91,61.92,-0.94%,5138748,8/7/12 16:30
165,ESV,Ensco plc,Basic Materials,Oil & Gas Drilling & Exploration,United Kingdom,12900.96,12.39,7.94,0.8,3.21,1.13,56.91,,2.70%,32.63%,4.49,-18.74%,30.60%,-6.96%,15.43%,11.73%,148.39%,90.00%,231.99,230.79,0.48%,8.79%,89.75%,3.97%,1.35%,0.83,5.87%,9.37%,6.28%,1.27,1.09,0.42,0.43,50.12%,32.45%,26.06%,1.70%,16.24%,13.75%,3.35%,31.03%,20.32%,1.32,1.5,1.44%,2.68%,4.42%,14.53%,9.39%,-3.21%,33.55%,-6.55%,50.73%,63.4,0.02%,-0.86%,1.9,3763.31,0.57,55.14,-0.85%,2162602,7/26/12 8:30
166,ETFC,E*TRADE Financial Corporation,Financial,Investment Brokerage - National,USA,2448.36,15.04,15.3,1.23,1.09,0.48,1.14,,,,0.57,501.25%,30.23%,-48.11%,12.20%,-8.74%,-16.27%,-11.11%,285.69,284.94,0.61%,82.92%,85.44%,0.83%,3.42%,1.75,0.35%,3.37%,0.44%,,,0.84,1.76,54.41%,14.68%,7.41%,16.92%,12.03%,-11.10%,-6.75%,-19.61%,7.66%,2.14,0.3,3.34%,3.43%,9.29%,7.66%,-7.06%,-2.32%,18.93%,-32.37%,18.93%,62.33,-0.94%,-0.82%,2.7,5562.21,0.75,8.42,-1.75%,4150656,7/19/12 16:30
167,ETN,Eaton Corporation,Industrial Goods,Industrial Electrical Equipment,USA,15360.8,10.89,9.46,1.18,0.95,1.94,13.05,30.18,3.34%,34.15%,4.18,43.92%,11.09%,6.07%,9.20%,5.58%,15.77%,-0.54%,337.6,336.08,0.42%,18.37%,87.33%,10.37%,7.54%,4.6,7.75%,17.65%,9.67%,1.66,1.2,0.46,0.55,30.26%,9.94%,8.78%,5.50%,23.91%,2.20%,-10.68%,20.43%,7.11%,1.52,1.02,1.69%,2.42%,10.34%,15.04%,3.45%,0.98%,27.96%,-11.55%,43.98%,77.97,1.67%,-0.24%,2,5506.25,0.47,46.15,1.43%,2582781,7/23/12 8:30
168,ETR,Entergy Corporation,Utilities,Electric Utilities,USA,12630.82,12.8,13.2,12.93,1.17,1.36,39.37,,4.66%,58.93%,5.57,13.40%,-1.82%,7.09%,0.99%,0.54%,16.55%,-10.16%,177.2,176.6,0.09%,14.34%,80.37%,0.14%,1.59%,2.52,2.54%,11.29%,2.72%,1.05,0.68,1.29,1.35,11.05%,11.40%,9.43%,0.39%,4.26%,11.58%,7.08%,24.29%,1.21%,0.52,0.99,1.26%,1.39%,1.28%,5.58%,7.69%,-2.57%,13.48%,-2.57%,27.18%,63.23,0.89%,-0.22%,2.8,1112.17,0.57,71.75,0.66%,628603,7/31/12 8:30
169,EW,Edwards Lifesciences Corp.,Healthcare,Medical Appliances & Equipment,USA,11265.18,47.03,28.83,1.77,6.31,7.87,22.26,,,,2.09,8.40%,28.68%,13.50%,26.55%,10.11%,18.27%,11.78%,114.6,113.86,0.84%,-5.87%,89.04%,-0.52%,3.08%,3.39,12.14%,17.56%,14.23%,4.5,3.56,0.13,0.13,71.85%,16.91%,13.88%,-1.01%,-3.26%,16.95%,34.09%,56.45%,39.04%,0.52,2.88,2.45%,2.86%,-3.24%,-0.51%,22.66%,-8.20%,18.39%,-8.20%,59.39%,46.04,-0.08%,-0.05%,2.1,1033.63,0.58,98.17,-0.13%,604377,7/24/12 16:30
170,EXC,Exelon Corporation,Utilities,Diversified Utilities,USA,32847.01,15.88,14.03,,1.65,1.48,24.35,145.99,5.44%,86.49%,2.43,-2.95%,-1.08%,9.79%,-1.48%,3.87%,-64.22%,32.43%,851.4,850.85,0.12%,208.03%,60.50%,-0.42%,1.06%,1.45,2.62%,9.37%,2.90%,1.45,1.33,0.82,0.88,28.85%,16.44%,8.51%,1.63%,2.63%,0.05%,-1.43%,0.36%,-8.97%,0.54,0.6,1.40%,1.59%,0.57%,2.72%,-0.90%,-2.26%,7.31%,-11.92%,7.31%,56.93,0.96%,-0.08%,2.7,6218.9,0.79,38.92,0.88%,4908940,8/1/12 8:30
171,EXPD,Expeditors International of Washington Inc.,Services,Air Delivery & Freight Services,USA,7731.72,21.04,17.5,2.2,1.27,3.69,5.41,25.81,1.54%,28.56%,1.73,12.80%,15.56%,11.14%,9.57%,5.83%,-15.27%,-3.39%,212.41,209.92,1.10%,4.47%,90.97%,0.42%,2.61%,2.84,12.74%,18.85%,18.22%,2.91,,0,0,30.96%,9.77%,6.09%,3.44%,-1.38%,-5.50%,-14.87%,-10.50%,-10.50%,0.88,0.95,2.67%,2.62%,0.45%,-2.70%,-11.24%,-9.43%,5.31%,-22.18%,5.31%,49.35,1.44%,-0.66%,2.6,1930.27,0.85,36.68,0.77%,1643255,8/7/12
172,EXPE,Expedia Inc.,Services,Lodging,USA,7596.01,22.12,16.13,1.77,2.07,3.4,3.17,8.73,0.93%,17.49%,2.53,11.59%,17.23%,10.94%,12.49%,9.04%,20.84%,13.83%,135.74,95.94,4.09%,2.59%,,0.05%,13.63%,3.28,4.63%,13.95%,8.13%,0.89,,0.56,0.56,77.63%,13.75%,9.83%,-1.48%,22.69%,37.06%,64.59%,40.00%,93.77%,1.77,2.24,3.15%,3.98%,5.84%,11.36%,39.19%,-8.50%,25.32%,-8.50%,100.49%,57.28,-2.61%,-0.11%,2.8,3981.42,0.83,54.44,-2.72%,3321770,7/26/12 16:30
173,F,Ford Motor Co.,Consumer Goods,Auto Manufacturers - Major,USA,35644.9,1.97,6.14,0.26,0.26,2.36,2.34,7.56,2.14%,2.00%,4.75,197.00%,18.75%,18.61%,7.48%,-3.17%,-43.09%,-2.02%,3816.37,3728.95,0.39%,40.76%,54.97%,-0.23%,3.01%,2.59,10.91%,200.27%,17.10%,,,6.05,6.05,13.76%,5.05%,14.06%,4.71%,0.65%,-12.30%,-25.70%,-9.06%,-11.97%,2.32,0.21,1.79%,2.26%,2.26%,-3.20%,-15.02%,-12.93%,6.48%,-27.57%,6.48%,51.38,0.54%,-0.43%,2.1,43432.89,0.45,9.35,0.11%,19597786,7/25/12 7:00
174,FAST,Fastenal Company,Industrial Goods,General Building Materials,USA,12678.18,31.95,29.52,1.87,4.23,7.93,59.5,202.14,1.78%,45.46%,1.34,34.43%,17.90%,12.94%,17.13%,8.87%,18.84%,14.70%,296.15,270.18,8.06%,-0.79%,80.59%,-1.30%,5.65%,6.59,23.12%,26.85%,26.30%,6.55,3.4,0,0,51.49%,21.20%,13.23%,0.80%,8.02%,-2.57%,-10.50%,45.12%,-0.67%,0.95,1.15,1.58%,2.79%,-2.84%,1.98%,-5.61%,-6.98%,12.38%,-22.94%,44.63%,48.5,-0.59%,-1.12%,3.1,2314.86,0.6,42.08,-1.71%,1397721,7/12/12 7:00
175,FCX,Freeport-McMoRan Copper & Gold Inc.,Basic Materials,Copper,USA,34167.96,10.84,7.44,2.21,1.85,2.06,7.58,67.53,3.47%,33.70%,3.32,4.51%,42.77%,7.57%,4.90%,29.24%,-47.94%,-23.03%,949.11,941.33,0.47%,-6.50%,71.68%,-1.05%,2.68%,1.46,12.61%,20.38%,15.49%,3.46,2.09,0.21,0.21,39.82%,34.30%,21.98%,10.13%,11.25%,2.92%,-21.04%,-14.71%,0.25%,1.99,1.12,2.85%,3.01%,8.36%,9.14%,-2.43%,0.03%,17.29%,-24.49%,29.86%,64.98,1.45%,-0.58%,1.7,17305.28,0.75,36.31,0.86%,12967770,7/19/12 8:30
176,FDO,Family Dollar Stores Inc.,Services,"Discount, Variety Stores",USA,7584.21,18.28,15.34,1.25,0.83,5.78,53.44,,1.29%,21.72%,3.55,19.01%,15.89%,19.93%,14.60%,5.98%,16.88%,9.59%,116.86,106.59,0.10%,-89.72%,84.17%,-3.17%,3.82%,2.38,13.45%,33.76%,19.70%,1.65,0.31,0.39,0.41,35.00%,7.55%,4.63%,-1.29%,-7.19%,-4.91%,13.28%,42.14%,13.32%,0.22,1.4,1.70%,2.08%,-3.99%,-6.49%,3.76%,-14.75%,0.31%,-14.75%,40.38%,35.24,-1.45%,-0.39%,2.4,1706.54,1,63.71,-1.83%,1711662,6/28/12 8:30
177,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,28069.76,13.83,10.41,0.98,0.66,1.91,9.87,42.27,0.63%,8.12%,6.41,40.03%,15.92%,-0.25%,14.10%,3.92%,-0.94%,4.32%,316.6,295.97,5.11%,0.50%,77.39%,-0.08%,1.82%,2.71,7.09%,13.55%,8.64%,1.69,1.6,0.08,0.11,25.36%,7.46%,4.76%,0.84%,-2.15%,2.49%,-6.19%,18.47%,6.50%,1.25,1.65,1.17%,1.67%,-2.47%,-1.66%,-0.20%,-5.76%,4.95%,-9.38%,37.67%,44.17,-0.28%,-0.69%,1.8,1982.18,1.12,87.8,-0.97%,2219660,9/18/12 7:30
178,FE,FirstEnergy Corp.,Utilities,Electric Utilities,USA,19154.48,16.84,14.31,5.06,1.14,1.44,258.84,,4.80%,80.64%,2.72,-9.28%,-5.33%,-10.52%,3.33%,7.17%,380.59%,14.04%,418.22,416.89,0.22%,26.02%,70.63%,-0.02%,1.56%,2.42,2.37%,8.76%,2.67%,0.6,0.44,1.17,1.38,-5.86%,12.70%,6.74%,-6.34%,-5.43%,-2.70%,9.83%,21.00%,7.13%,0.45,0.96,3.20%,1.82%,-6.06%,-4.82%,2.82%,-9.33%,1.06%,-9.33%,21.50%,33,0.22%,-0.11%,2.5,2675.59,1.16,45.85,0.11%,3101004,8/7/12 8:30
179,FFIV,"F5 Networks, Inc.",Technology,Application Software,USA,8193.84,30,20,1.49,6.16,6.36,15.77,18.88,,,3.44,58.85%,16.22%,30.09%,20.16%,23.93%,18.32%,21.30%,79.39,79.03,0.58%,-14.80%,93.49%,0.76%,4.69%,1.76,16.02%,22.48%,20.84%,1.75,1.71,0,0,82.74%,31.13%,20.69%,14.01%,11.63%,-16.82%,-17.92%,41.52%,-2.74%,1.5,4.23,3.67%,4.52%,7.11%,5.03%,-9.94%,-4.63%,15.78%,-26.70%,48.14%,57.6,-0.37%,-0.58%,2.2,2100.6,0.53,102.23,-0.95%,1103050,7/18/12 16:00
180,FHN,First Horizon National Corporation,Financial,Regional - Southeast Banks,USA,2104.74,,9.92,,2.57,0.93,6.36,,0.48%,,-0.13,336.69%,8300.00%,-22.05%,10.51%,-18.60%,-909.61%,-2.91%,252.67,250.72,1.27%,5.25%,79.66%,-0.30%,4.78%,2.16,-0.06%,-1.19%,,,,1.03,2.54,,-5.85%,-1.09%,3.35%,-2.69%,-8.26%,-11.66%,23.96%,4.39%,0.84,0.24,2.59%,2.99%,0.35%,1.39%,-3.06%,-6.70%,12.38%,-23.95%,55.73%,53.23,0.24%,0.00%,2.6,5557.31,0.68,8.35,0.24%,3799444,7/20/12 8:30
181,FII,"Federated Investors, Inc.",Financial,Asset Management,USA,2130.3,13.46,11.62,2.06,2.39,3.64,10.53,131.1,4.69%,65.40%,1.52,-15.99%,7.98%,-4.20%,6.55%,-1.77%,-4.50%,2.81%,104.12,92.36,4.47%,2.20%,86.86%,-1.63%,13.29%,12.69,14.42%,27.40%,16.80%,2.32,,0.51,0.58,,30.04%,18.44%,4.87%,-4.70%,-2.29%,18.20%,26.92%,39.95%,0.93,0.55,2.18%,2.79%,0.47%,-0.40%,7.94%,-9.99%,11.94%,-12.20%,47.97%,51.38,0.64%,-0.39%,3.5,967.1,0.66,20.51,0.24%,638658,7/26/12 16:30
182,FIS,"Fidelity National Information Services, Inc.",Services,Business Services,USA,9150.59,17.94,11.21,1.4,1.57,1.37,16.54,14.11,2.58%,28.39%,1.73,26.49%,9.49%,93.56%,12.83%,19.44%,28.26%,3.11%,294.8,292.14,0.59%,-73.88%,84.44%,0.04%,0.64%,1.07,3.81%,7.77%,4.27%,1.92,,0.71,0.73,31.57%,18.99%,9.19%,0.58%,-9.03%,-4.08%,9.26%,18.07%,18.20%,0.65,0.55,1.19%,1.79%,-3.05%,-4.86%,3.82%,-10.88%,1.97%,-10.88%,39.84%,38.8,0.49%,-0.42%,2.4,1743.87,0.53,31.06,0.06%,927886,7/17/12 16:30
183,FISV,"Fiserv, Inc.",Services,Business Services,USA,9500.97,17.08,12.16,1.41,2.14,2.92,31.46,13.27,,0.00%,4.1,2.08%,11.20%,9.16%,12.13%,4.12%,75.84%,3.29%,135.67,134.31,1.84%,3.31%,87.17%,-1.27%,1.58%,3.02,6.64%,18.17%,7.74%,1.04,,1,1.05,41.56%,22.56%,12.59%,2.70%,-1.31%,5.36%,7.92%,31.54%,19.22%,1.05,1.26,1.32%,1.55%,-0.73%,-0.24%,7.21%,-4.18%,6.61%,-4.18%,43.34%,49.01,-0.07%,-0.14%,2.2,703.27,1,69.88,-0.21%,705336,7/30/12 16:30
184,FITB,Fifth Third Bancorp,Financial,Regional - Midwest Banks,USA,13158.79,9.24,9.3,1.89,3.15,0.96,5.5,,2.23%,19.97%,1.55,84.11%,-3.14%,-11.53%,4.90%,-6.66%,14.74%,-1.72%,918.91,917.53,0.33%,59.40%,81.05%,3.74%,1.29%,1.13,1.32%,11.54%,,,,0.7,1.08,,33.75%,24.09%,4.75%,6.79%,1.56%,7.19%,55.99%,13.92%,2.13,0.28,1.83%,1.92%,2.81%,7.11%,8.63%,-0.90%,19.47%,-1.99%,60.63%,63.2,0.14%,-0.35%,2.1,10538.73,0.56,14.29,-0.21%,5901172,7/19/12 8:30
185,FLIR,"FLIR Systems, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3245.91,14.32,13.24,1.14,2.22,2.06,7.55,16.37,1.33%,17.31%,1.47,-10.26%,10.42%,15.97%,12.53%,21.84%,48.88%,-13.60%,154.2,152.84,0.86%,9.05%,95.23%,-6.58%,2.96%,2.97,11.49%,14.61%,12.87%,5.76,4.08,0.16,0.16,53.27%,22.15%,15.89%,3.29%,11.73%,-2.00%,-17.71%,-6.15%,-15.53%,0.82,0.51,1.56%,2.82%,5.54%,5.53%,-10.68%,-4.27%,17.18%,-25.00%,17.18%,63.74,0.29%,-0.14%,2.6,1523.39,0.54,21.08,0.14%,829290,7/26/12 8:30
186,FLR,Fluor Corporation,Industrial Goods,Heavy Construction,USA,9076.49,15.36,12.41,1.26,0.35,2.55,4.07,60.29,1.18%,15.89%,3.54,72.19%,17.11%,18.16%,12.20%,10.68%,0.74%,18.14%,166.97,166.4,0.61%,9.69%,86.87%,-0.01%,2.35%,1.97,8.90%,17.17%,16.58%,1.65,1.06,0.14,0.15,4.54%,3.92%,2.78%,9.33%,17.66%,-0.11%,-9.19%,1.97%,8.83%,1.43,1.47,2.80%,2.72%,7.58%,10.54%,-0.60%,-1.69%,19.27%,-16.53%,22.54%,67.27,-0.94%,-0.35%,1.7,1983.23,0.52,53.66,-1.29%,1028887,8/2/12 16:30
187,FLS,Flowserve Corp.,Industrial Goods,Diversified Machinery,USA,6532.37,16.3,12.44,0.81,1.41,3.27,37.28,19.95,1.13%,16.77%,7.84,10.99%,20.54%,30.69%,20.00%,8.06%,12.65%,5.02%,51.13,50.87,0.46%,61.98%,96.79%,3.06%,7.48%,6.13,9.50%,20.11%,14.37%,1.49,0.84,0.21,0.4,33.17%,14.12%,9.38%,7.67%,17.16%,14.94%,11.46%,53.24%,29.46%,1.65,3.21,2.09%,2.68%,9.59%,14.52%,18.36%,-1.04%,30.53%,-1.04%,93.39%,77.33,0.67%,-0.45%,1.6,620.94,0.48,128.03,0.21%,299492,7/30/12 16:30
188,FMC,FMC Corp.,Basic Materials,Chemicals - Major Diversified,USA,7446.86,18.26,13.73,1.76,2.06,5.65,98.63,30.95,0.66%,11.00%,2.97,96.92%,13.18%,24.84%,10.38%,7.56%,1.59%,11.45%,137.32,136.65,0.58%,-9.13%,88.13%,-1.13%,1.65%,2.22,11.88%,31.14%,16.45%,1.96,1.4,0.61,0.65,34.99%,17.70%,12.11%,3.47%,6.19%,2.86%,17.28%,53.76%,26.50%,1.08,1.24,1.50%,2.05%,0.62%,4.09%,13.09%,-2.38%,13.15%,-3.08%,72.03%,55.43,1.30%,-0.59%,2,1016.89,0.49,54.61,0.70%,500789,7/31/12 16:30
189,FOSL,"Fossil, Inc.",Consumer Goods,"Recreational Goods, Other",USA,5360.04,18.45,14.14,0.95,2.05,4.77,20.56,43.33,,0.00%,4.69,22.20%,15.91%,32.52%,19.48%,16.16%,8.13%,9.79%,61.93,52.25,0.32%,-9.17%,88.38%,-0.16%,7.77%,2.75,20.70%,27.66%,26.09%,3.9,2.17,0.01,0.02,55.97%,17.65%,11.85%,30.11%,32.89%,9.97%,-14.64%,1.48%,9.06%,1.84,4.67,5.49%,5.02%,19.58%,19.65%,-9.40%,-7.47%,37.76%,-37.88%,37.76%,64.63,-0.22%,0.13%,2.1,1478.35,0.5,86.47,-0.09%,737366,8/7/12 8:30
